text1,text2,base pred,trained pred,base label,trained label,truth
written request,rake_in,0.239,-0.1265,False,False,False
in particular,black-hearted,0.1915,0.1141,False,False,False
URL shortening,waters edge,0.1947,0.11255,False,False,False
to be obliged to stay,currency speculation,0.04947,0.00918,False,False,False
culprit,Japanese sea bream,0.0874,-0.097,False,False,False
similar books,genus,0.2163,0.2979,False,False,False
elate,contraindication,0.081,-0.04315,False,False,False
looks,back,0.2761,-0.01787,False,False,False
fusion,bathing in a hot spring resort without spending the night,0.01727,0.00417,False,False,False
perceived quality,grave,0.05804,-0.1321,False,False,False
Nin'an era (1166.8.27-1169.4.8),plain dress for everyday wear,0.06238,-0.0437,False,False,False
tab delimited,Coast Guard,0.1438,0.03143,False,False,False
(phonograph) record,lack of words,0.1311,0.1223,False,False,False
father,boohoo,0.2708,0.275,False,False,False
under ... conditions,in a ... state,0.378,0.763,False,True,True
drumming,Kūkō Line,0.1755,0.08936,False,False,False
striker (triangular piece of steel used with flint to create sparks),subtraction,0.0674,0.0932,False,False,False
rich (in meaning),masterpiece (painting),0.1278,0.0561,False,False,False
personal consideration,favouritism,0.4006,0.5674,False,True,True
ten million,sensation,0.2473,0.01686,False,False,False
nonfat,desecration,0.1482,-0.02034,False,False,False
new social infrastructure,forward price,0.0605,-0.05972,False,False,False
bright,"skull (esp. weatherbeaten, used as symbol of death)",0.1283,-0.0648,False,False,False
tearoom,tea-ceremony room,0.2037,0.527,False,True,True
as things are,raw ore,0.1726,0.07684,False,False,False
dye pattern,dye pattern,1.001,1.0,True,True,True
Greater East Asian War (1941-1945),miscellaneous liquors (alcohol tax category),0.05432,-0.0593,False,False,False
one thing or another,one thing or another,1.0,1.0,True,True,True
isozyme,Hadean eon,0.2418,-0.001363,False,False,False
wonder drug,Tegucigalpa (Honduras),0.11926,-0.1101,False,False,False
black hat hacker,black hat,0.6562,0.757,True,True,True
middle,internal conflict,0.2524,0.02501,False,False,False
Laotian,tahina,0.3108,0.1332,False,False,False
tempting,discourage,0.2822,-0.12366,False,False,False
"Miquel's mazus (species of small flowering plant, Mazus miquelii)",unkindness,0.0396,-0.04416,False,False,False
bracketed,words used by young people,0.10675,0.02371,False,False,False
imprudent,indiscreet,0.3892,0.7764,False,True,True
first anniversary of a person's death,first anniversary of a person's death,1.0,1.001,True,True,True
"radicals of a kanji (left, right, crown and lower)",running interference,0.04947,-0.116,False,False,False
informal interview in which reporters surround a public figure and prod him for an off-the-cuff response,to fracture,0.0957,-0.1487,False,False,False
misconstruction,Australian green tree frog (Litoria caerulea),-0.01875,0.0628,False,False,False
conservatism and progressivism,railway frog,0.01608,-0.0683,False,False,False
Ehime (prefecture),videotape recorder,0.04388,0.04944,False,False,False
postage excluded,short message service,0.11786,0.2059,False,False,False
to warn against,summer fever,0.1013,0.07184,False,False,False
research position,research position,1.0,0.9995,True,True,True
twitch,curious,0.305,0.02966,False,False,False
ruler's private property,worthless thing,0.1359,0.05634,False,False,False
irresolutely,reorganizing,0.2031,-0.0907,False,False,False
median,"road shadowed by trees, mountain, etc.",0.1117,0.04803,False,False,False
mazesoba,general situation,0.07214,0.0399,False,False,False
too short,cryptographic technique,0.05963,-0.03445,False,False,False
rise,wane,0.2388,-0.11774,False,False,False
to head home,one's true character,0.1385,0.03757,False,False,False
essential,to live under (a ruler),0.1833,0.02638,False,False,False
to show oneself up,representative,0.2008,-0.1071,False,False,False
forensic autopsy,natural law,0.182,0.09656,False,False,False
short-tailed fox,doing long training runs,0.1317,-0.1016,False,False,False
huge woman,giantess,0.5166,0.687,True,True,True
blushing with embarrassment,imprinting,0.1395,0.1987,False,False,False
snow melter,to be shown in,0.1755,0.114,False,False,False
to hold on,sales,0.2286,-0.0978,False,False,False
evening departure,questionnaire,0.1798,-0.05734,False,False,False
small pillars supporting the main pillars of a torii or a temple gate,fallibility,0.00706,0.1703,False,False,False
(flow) separation,philanthropist,0.03503,-0.10834,False,False,False
surface resistance,calm,-0.02313,-0.1781,False,False,False
heavy bombing,hang on,0.1664,0.03995,False,False,False
the olden days,arrangements,0.0937,0.01624,False,False,False
suck_in,pharmacist,0.1273,-0.1009,False,False,False
vegetable wax,sumac wax,0.6143,0.827,True,True,True
closing address,middle,0.1307,0.039,False,False,False
straight (from one place to another),terribly frustrated,0.1235,0.2172,False,False,False
to change clothes,ludicrous,0.08307,0.0087,False,False,False
falsify,wrongdoer,0.2161,0.2678,False,False,False
scene,first prerequisite,0.1718,0.1223,False,False,False
shopping mall,"closing a surgical incision (by suture, etc.)",-0.02357,0.1195,False,False,False
white-backed woodpecker (Dendrocopos leucotos),purpose,0.01859,0.0004528,False,False,False
by far,favorable chance,0.2432,0.06384,False,False,False
logograph,sultry,0.1373,-0.09735,False,False,False
movie set,filming location,0.4966,0.5864,True,True,True
semi-sweet (wine),two-handed head twist down,0.07275,-0.1108,False,False,False
short sleep,to connect,0.11475,-0.01214,False,False,False
to desire,to wish,0.6807,0.885,True,True,True
water carriage,Japanese Society of Clinical Nutrition,0.003168,0.08014,False,False,False
centre,right,0.2074,0.05655,False,False,False
pockmark,melon field,0.1941,-0.05948,False,False,False
German-Japanese dictionary,one's seat,0.0899,-0.11426,False,False,False
southern marsupial mole (Notoryctes typhlops),criminal,0.0325,0.03592,False,False,False
military operation,side show,0.1832,0.1256,False,False,False
political interference,to comfort,0.0946,-0.1039,False,False,False
press bureau,chalk (rock),0.02357,-0.1022,False,False,False
roll-call (assembly) point,roll-call (assembly) point,1.001,1.0,True,True,True
without distinction,history,0.3267,-0.005264,False,False,False
terror,panic,0.5205,0.7163,True,True,True
whippet,doubt,0.1073,0.003057,False,False,False
undiscriminating,batting,0.1782,0.1037,False,False,False
clothing with the opening at the back,vapor trail,0.2451,0.006233,False,False,False
god,noblewoman,0.1895,-0.0923,False,False,False
uncertain,indefinite,0.314,0.706,False,True,True
a route or passage,cheeky,0.0754,-0.05423,False,False,False
practicality,inutility,0.4624,-0.04996,True,False,False
to heap abuse upon (a person),to criticize strongly,0.3945,0.7817,False,True,True
drinker,drinker,1.0,0.9995,True,True,True
"closed-down cinema (museum, etc.)",hole pattern,0.007454,0.00791,False,False,False
thick voice,guttural voice,0.5835,0.7046,True,True,True
tight crowd,very discreet person,0.3215,0.1785,False,False,False
to stoop (to),insect wax,-0.01304,-0.0488,False,False,False
significant,one party,0.1349,-0.09686,False,False,False
chase_away,origin,0.196,0.134,False,False,False
evil influence,to make oneself famous,0.2239,0.01122,False,False,False
good family,good family,1.0,1.0,True,True,True
goose pimples,contradiction,0.03064,-0.02328,False,False,False
hydrogen economy,to infringe,0.03903,-0.0348,False,False,False
penal servitude,penal servitude,0.9995,1.001,True,True,True
reserve equipment,reserve equipment,1.001,1.0,True,True,True
boa constrictor (Boa constrictor),"website where users can earn redeemable points by taking part in surveys, etc.",-0.003113,-0.0682,False,False,False
disagreeable,perchloric acid,0.04385,0.05206,False,False,False
ferrotype,defense,0.1617,-0.01059,False,False,False
to make good use of,to take advantage of,0.636,0.699,True,True,True
the same family,right?,0.2241,-0.00886,False,False,False
pigtails,angel wings,0.2301,0.8184,False,True,True
to call off,Japanese wobbegong (Orectolobus japonicus),0.006565,-0.0026,False,False,False
unimportant,illogical plan,0.3308,0.06586,False,False,False
so far as ... is concerned,serious,0.3018,0.0305,False,False,False
to fret about,to offer up a prayer,0.3467,0.3406,False,False,False
(breeding) stallion,enrolled student,0.06964,0.1196,False,False,False
to request,to require,0.4424,0.8115,True,True,True
summer long,"school which causes people to feel unwell (due to building materials, cleaning chemicals, etc.)",0.1925,0.0735,False,False,False
parietal stream,"violation of morality, reason or justice",0.001811,0.02545,False,False,False
strike (i.e. industrial action),distributing leaflets,-0.01324,0.01573,False,False,False
lie,nothing new,0.2903,0.01907,False,False,False
white wine,seafood grilled without seasoning,0.1653,0.08484,False,False,False
stop,strike_down,0.2394,0.0535,False,False,False
suspension (of operations),qualify,0.0302,-0.00517,False,False,False
(mumbling) incomprehensibly,mutteringly,0.414,0.77,False,True,True
horror,frighten_off,0.3838,0.8413,False,True,True
in rapid succession,a realignment of political parties,0.2654,0.0823,False,False,False
dull,strike_down,0.1853,-0.01295,False,False,False
to die,to perish,0.5244,0.7373,True,True,True
historical fact,kneecap,0.1893,-0.1722,False,False,False
beauty of nature,flunky,0.1176,0.0379,False,False,False
provider of funds,provider of funds,1.001,0.9995,True,True,True
servile laugh,sycophantic laugh,0.4736,0.8784,True,True,True
to become autumnal,to become spring-like,0.603,0.536,True,True,False
shark fin,sharp ceda,0.2979,0.4333,False,False,False
back_up,debris,0.2322,0.2383,False,False,False
secondary current,type of loom used in olden times,-0.06036,-0.15,False,False,False
rightist tendency,rightist tendency,1.0,0.9995,True,True,True
heaven of the Four Great Kings,to snap,0.1625,0.0642,False,False,False
being indifferent to,ignoring,0.4854,0.8525,True,True,True
geometrical,annoying,0.11597,0.01207,False,False,False
juvenile delinquent,intelligent,0.175,0.1608,False,False,False
center,left,0.413,0.0882,False,False,False
big,liver transplantation,0.2087,0.06616,False,False,False
the present year,the present year,1.0,1.0,True,True,True
unaccompanied part of the Heike Monogatari chanting,military authority,0.01776,-0.1131,False,False,False
to lose it,disadvantage,0.3665,0.2421,False,False,False
Benz,to press,0.2288,-0.1504,False,False,False
Eiffel Tower,recklessly,0.11053,0.00801,False,False,False
nine,9,0.923,0.877,True,True,True
companion,disliked,0.2483,-0.04404,False,False,False
portable cassette player,run_along,0.1979,-0.0818,False,False,False
to manipulate (a price) upward,to (artificially) raise,0.5894,0.6445,True,True,True
unassailable,at a glance,0.244,0.09094,False,False,False
military nerd,listless,0.1525,-0.04126,False,False,False
grounding (in a skill or subject),grounding (in a skill or subject),1.001,1.001,True,True,True
marine,paint,0.2151,-0.004726,False,False,False
last death anniversary for which there is a memorial service held (usu. the 32nd or 49th),next or adjoining room,0.06665,0.00253,False,False,False
bharal (Pseudois nayaur),bharal (Pseudois nayaur),1.001,1.0,True,True,True
non sequitur,repeatedly,0.1453,-0.0759,False,False,False
non-convex polygon,gust,0.11816,-0.1105,False,False,False
marriage by capture,mille crêpes (French cake made from layers of crêpes),0.0418,0.0609,False,False,False
stingy,failing in one's duty (e.g. to someone),0.1026,-0.00951,False,False,False
counter for birds or bird wings,acknowledgement,0.03796,-0.009125,False,False,False
momently,expand,0.2456,0.0023,False,False,False
great white shark,online support center,0.02856,0.01794,False,False,False
feelings,sotto voce,0.1368,-0.0602,False,False,False
cut_away,striking technique,0.2908,0.2793,False,False,False
periphery,Siri (virtual assistant developed by Apple),-0.01588,0.0007544,False,False,False
killing someone with a magical curse,rapture,0.12445,0.175,False,False,False
head of the penis,image (in one's mind),0.3577,0.06076,False,False,False
used bathwater,printed circuit board,0.134,-0.0341,False,False,False
gentle face,file name,0.09106,-0.0894,False,False,False
dimensional regularisation,poverty,0.00118,-0.09595,False,False,False
to decide,stamp (postage),0.1098,-0.126,False,False,False
away,cheap,0.3208,0.02849,False,False,False
pavilion housing the empress's reception hall (in the inner Heian Palace),unlikelihood,0.0425,-0.03247,False,False,False
Port Louis (Mauritius),round dance,0.04202,-0.02054,False,False,False
avionics,vice prime minister,0.1476,-0.2083,False,False,False
access to (public) transportation,equality,0.11835,0.0938,False,False,False
popular person,popular person,1.0,1.0,True,True,True
to draw out,fetal movement,0.0723,-0.1572,False,False,False
unchanging from beginning to end,think_up,0.1631,-0.0263,False,False,False
small brazier,ill-gotten gains fade as fast as they were obtained,0.1339,0.03204,False,False,False
protest march,algal bloom,0.1436,0.04898,False,False,False
wormwood,without holding anything back,0.0835,0.04044,False,False,False
perfectly matching,backward recovery,0.1284,-0.042,False,False,False
metal chain,earliest days,0.0638,-0.1213,False,False,False
paymaster,accuracy,0.1382,-0.0182,False,False,False
how,loss,0.3232,-0.0094,False,False,False
original edition (of a publication),continuously,0.1089,0.002377,False,False,False
tenets (of a religious sect),"inside a police station, fire station, tax office, etc.",-0.01068,0.05453,False,False,False
bride and groom,incomprehension,0.1261,0.05624,False,False,False
by land,bottomless,0.2152,0.166,False,False,False
portable brush-and-ink case,heigh-ho,-0.03119,0.104,False,False,False
another helping,market trend,0.0612,-0.0481,False,False,False
rural township (of China),(adult male) Asian sheepshead wrasse (Semicossyphus reticulatus),0.132,-0.1196,False,False,False
Hanyu Da Zidian (multi-volume Chinese character dictionary),managed by a ward,0.09143,-0.00605,False,False,False
immoderately,banderillero,0.132,0.03693,False,False,False
dislike,12th month of the lunar calendar,0.0839,-0.2283,False,False,False
raging fire,inferior,0.1613,-0.0641,False,False,False
to bear the burden,billing envelope,0.09,0.0424,False,False,False
short skit,great person,0.2107,0.02234,False,False,False
regulator,dextran,0.1357,0.1792,False,False,False
bun (hairstyle),excrement,0.2,0.1434,False,False,False
perfume,minister,0.1556,0.117,False,False,False
Dodge line,chub mackerel (Scomber japonicus),0.0539,-0.00517,False,False,False
Aisin AW Co. Ltd.,Institute of Public Health and Environmental Science (usu. at prefectural or city level) (abbr),0.2318,0.2325,False,False,False
uncover,tidying up (when finished),0.228,0.0988,False,False,False
unconventional,radical,0.3296,0.803,False,True,True
brain lesion,to shroud in darkness,0.002188,-0.09875,False,False,False
to refute,social etiquette,0.09796,-0.0469,False,False,False
minimal,worry,0.1798,-0.03976,False,False,False
cultivation,cultivation,1.001,1.0,True,True,True
eosinophil,acidophilic leukocyte,0.3218,0.697,False,True,True
irritant odor,irritant odor,1.0,1.0,True,True,True
(one-party) working majority,coming to an end,0.01662,0.12305,False,False,False
to show someone what one can do,adscript,0.1085,0.007572,False,False,False
unkindness,slender,0.2288,-0.265,False,False,False
to have enough,Italian casual,0.12036,-0.0828,False,False,False
thirst,graphics card,0.1368,0.03946,False,False,False
substitute kanji,myopathy,0.0963,0.0986,False,False,False
disheveled hair,nearby,0.1787,0.0162,False,False,False
diving competition,Islamic extremism,0.0951,0.0731,False,False,False
slaughterer,slaughterer,1.0,1.0,True,True,True
clearly (standing out),old tale,0.11566,-0.1506,False,False,False
young married woman,lined kimono,0.151,0.06244,False,False,False
evil nature,oval tombstone,0.03232,-0.1335,False,False,False
perverseness,cut,0.1559,0.054,False,False,False
straw rope-patterned ancient Japanese pottery,itajime technique,0.1682,0.2795,False,False,False
quarrel,proposal,0.2827,0.403,False,False,False
bicycle rollers,dying of shame,0.05063,-0.02538,False,False,False
beat-up,referral sales plan,-0.1405,-0.0911,False,False,False
cockroach,Japanese (school) cafeteria,0.03174,-0.1122,False,False,False
fictitious bill,achievement,0.06244,-0.0085,False,False,False
to lick,-clad,0.2267,-0.06024,False,False,False
polynomial,further,0.1666,0.1084,False,False,False
discount,to go astray,0.2245,-0.10345,False,False,False
unregistered owner identifier,basis,0.1542,0.03062,False,False,False
smooth,officer cadet (JSDF),0.10455,0.01866,False,False,False
blackout (to prevent being seen by enemy aircraft during a nighttime air raid),unquietly,0.05148,0.0082,False,False,False
alias,pen name,0.3027,0.7373,False,True,True
sealing hermetically,devious design,0.1343,-0.014854,False,False,False
order taker,coverage,0.139,-0.11945,False,False,False
Japanese Association of School Health,to become still greater,0.1106,0.001688,False,False,False
the important thing is,calypso,0.0776,0.0664,False,False,False
gross margin,gross margin,1.0,1.0,True,True,True
successfully,with success,0.6436,0.6577,True,True,True
degeneration,general (civil engineering and construction) contractor,0.01025,0.0356,False,False,False
"frustrated (over a failure, humiliation or injustice)",(bitterly) disappointed,0.4468,0.827,True,True,True
adverse selection,chaplain,-0.00229,-0.10895,False,False,False
"photo booth that prints out cards and stickers of the resulting photograph, which are then traded among friends",polarimetric analysis,0.00852,-0.03897,False,False,False
now that you mention it,age-related farsightedness,0.08075,-0.10815,False,False,False
big four winds,big four winds,1.0,1.001,True,True,True
toadying,toadying,1.0,1.0,True,True,True
entrails,oath,0.182,0.0314,False,False,False
exercising authority,holding sway,0.277,0.3767,False,False,True
past life regression,oblique axis,0.1409,0.03464,False,False,False
investigator (usu. of criminal cases),KEDO,0.09644,-0.077,False,False,False
cause,slope,0.0917,0.176,False,False,False
trattoria,dead stock,0.1516,0.08875,False,False,False
something ridiculous,physique,0.1057,0.0593,False,False,False
extermination,cervical os,0.0706,-0.006824,False,False,False
loft,to flatly refuse,0.1549,-0.2793,False,False,False
to be violent,platform,0.2175,-0.05942,False,False,False
bidder (e.g. in an auction),bikepacking,0.06934,-0.0736,False,False,False
the five styles of writing Chinese characters,to guide,0.1594,0.02383,False,False,False
repertoire,feel_for,0.08905,0.0964,False,False,False
may,may be,0.601,0.7837,True,True,True
unpack,clear,0.2666,0.0691,False,False,False
books (reference),Hebrew,0.2471,-0.02072,False,False,False
because of,regularly scheduled press conference,0.0959,-0.05902,False,False,False
red blossoms and green willows,repeat purchase,0.0702,-0.04822,False,False,False
record (e.g. in sports),unalert,0.02548,0.06256,False,False,False
flat,even_out,0.1907,0.6265,False,True,True
habu-kurage,non-engagement,0.1218,-0.02725,False,False,False
one man's meat is another man's poison,at bat,0.08997,-0.07,False,False,False
bluntheaded wrasse (Thalassoma amblycephalum),simple,0.0795,0.1921,False,False,False
here,keirin track,0.2092,0.05103,False,False,False
breaking one's ties (with),royal,0.03824,-0.01671,False,False,False
striking repeatedly,hair lotion,0.2023,0.0382,False,False,False
extracting (a liquid) through squeezing,to make ambiguous,0.127,-0.0703,False,False,False
stick_out,dislodge,0.2798,0.00925,False,False,False
seventh-inning stretch,mix_up,0.0946,-0.0782,False,False,False
nondisclosure,how to cut or slice,-0.0241,0.03314,False,False,False
conservatism,hold_out,0.1348,0.2698,False,False,False
company dormitory,clothes made out of cotton,0.1576,-0.0959,False,False,False
look_up_to,to pierce,0.1387,-0.0813,False,False,False
urolith,abstractness,0.2401,-0.01599,False,False,False
Eid (Islamic holidays),"ceremony to pray for the long life of the emperor, empress, crown prince, etc.",0.2202,0.02448,False,False,False
private property,personal effects,0.1824,0.5874,False,True,True
Kingdom of Norway,hard up,0.1604,0.0756,False,False,False
GPI,fluttering (in the wind),-0.04477,-0.11414,False,False,False
assistant,to come alive (once again),0.1311,-0.0479,False,False,False
silk spinner,face tattoo,0.1805,0.00098,False,False,False
salacious,salacious,1.001,1.0,True,True,True
stylish,in and around the city of Kyoto,0.08514,-0.03009,False,False,False
sore crotch,paper (in rock-paper-scissors),-0.0712,0.02727,False,False,False
prison,to rub,0.2018,-0.098,False,False,False
ascending key,equiangular triangle,0.0878,0.1603,False,False,False
NuBra,cramming in (many small things),0.1384,-0.003159,False,False,False
old (musical) recording,to soothe,0.1443,-0.04352,False,False,False
bulbous vegetable,one-sided,0.1522,0.003351,False,False,False
comprehension,comprehension,0.9995,0.9995,True,True,True
clutter,to remove,0.4246,-0.10675,False,False,False
neurohypophyseal hormone,reception of an order (of merit),0.003235,-0.02261,False,False,False
glad,depress,0.06168,-0.1935,False,False,False
mediator,over-the-counter,0.1902,-0.00795,False,False,False
pass_around,LDP,0.1385,-0.0902,False,False,False
affection,die cutting,0.122,-0.1309,False,False,False
to live on nothing,genteel,0.1134,-0.1746,False,False,False
living-cum-dining room,living-cum-dining room,0.9995,1.001,True,True,True
tribadism,tribbing,0.624,0.323,True,False,True
sensitive,magnetic head,0.137,-0.1383,False,False,False
runny-nosed child,sniveler,0.2134,0.618,False,True,True
southern chain of the Nansei Islands comprising Okinawa Prefecture,Chinese frying pan,0.2174,0.396,False,False,False
to commit (an error),Financial Services Agency,0.1788,0.002853,False,False,False
to feel depressed,to feel depressed,0.9995,0.9995,True,True,True
entry qualifications,purine body,0.05115,-0.1105,False,False,False
gods or demons that cause epidemics,restart,0.0606,-0.01183,False,False,False
new era,last vital touch,0.2434,0.0522,False,False,False
replacement,refilling,0.505,0.6147,True,True,True
Excel (spreadsheet application developed by Microsoft),drastic treatment,-0.006893,-0.03857,False,False,False
remnants (cloth),girandole,0.1664,0.001209,False,False,False
trivial,to stretch,0.2125,-0.2162,False,False,False
finishing touches,recovery shot,0.1449,0.07605,False,False,False
veteran,belligerent communities,0.1326,-0.03766,False,False,False
symbolic-character,tax commission,0.05392,-0.03394,False,False,False
Christian Era,to pit against,0.11743,0.008484,False,False,False
top-level,diskless,0.216,-0.03458,False,False,False
sitting astride,white makeup (for an actor),0.04562,-0.04825,False,False,False
to set one's heart on,to be bent on,0.445,0.454,True,True,True
jest_at,growth,0.11957,0.1263,False,False,False
berceuse,Shubun University,0.1282,0.0735,False,False,False
unreliably,oh my,0.1534,-0.1311,False,False,False
fifth son,dispassionate,0.1833,-0.1553,False,False,False
public-relations ambassador,if pushed I'd say,0.0626,0.0677,False,False,False
one four-of-a-kind and one three-of-a-kind in a dealt hand,first name,0.07245,0.05148,False,False,False
middle,prosperity,0.257,0.07947,False,False,False
grappling hook,a certain air,0.1271,-0.0747,False,False,False
liner,attend_to,0.1434,-0.08014,False,False,False
infamy,infamy,1.001,1.0,True,True,True
bubble gum,to be unable to make up one's mind,0.1037,0.05188,False,False,False
broiler,acetoacetic acid,0.1903,-0.12427,False,False,False
posteriority,apprehension,0.226,0.1906,False,False,False
school grouping system,one's financial condition,-0.02785,0.01807,False,False,False
frank,covert,0.2244,-0.1199,False,False,False
rectangular figures,to graduate,-0.00543,-0.064,False,False,False
nonabsorbent,to wait for,0.06976,0.05566,False,False,False
Japanese striped loach (Cobitis biwae),indoor,0.0779,-0.009605,False,False,False
leader,leader,1.001,1.0,True,True,True
solar heat,"kimono color combination (crimson outside, bluish purple inside)",0.1077,0.03726,False,False,False
light,to disagree,0.2742,-0.1262,False,False,False
work experience,waster,0.1669,-0.01945,False,False,False
to start up,to boot (a computer),0.4202,0.761,False,True,True
attractive,unattractive,0.6953,-0.0427,True,False,False
to be worn out,heat,0.3447,-0.0409,False,False,False
golden lace (Patrinia scabiosifolia),yellow patrinia,0.527,0.563,True,True,True
minor market fluctuation,technical correction,0.2102,0.3875,False,False,True
reinforced concrete,to step to the side,0.1439,-0.08704,False,False,False
intelligent hub,fighting spirit,0.1351,-0.01192,False,False,False
coming under,to be impudent,0.2126,-0.1902,False,False,False
alderfly (esp. species Sialis japonica),put_over,0.00713,-0.02594,False,False,False
burial place (ground),burial place (ground),1.0,1.0,True,True,True
line,flow_from,0.329,0.715,False,True,True
biggest earner,"settlement (of a bill, fee, etc.), payment",0.05582,-0.05612,False,False,False
"overlap (of a coat, etc.)",abandoning (e.g. a plan),-0.04764,-0.008995,False,False,False
buffer,Chinese scholar,0.0734,-0.12195,False,False,False
coal dressing machine,chile oil,0.2389,-0.01272,False,False,False
scholarship and swordsmanship are one and the same,loose connection,-0.01878,-0.01015,False,False,False
breathing techniques,Nabokov's Dozen (book),-0.01556,-0.01596,False,False,False
properly,improperly,0.5605,-0.0867,True,False,False
chartered,criminalise,0.2666,0.0237,False,False,False
hard-nosed,resolute,0.10846,0.7354,False,True,True
rage,naturalized plant,0.10443,0.01572,False,False,False
attacker (esp. in volleyball),weeping copiously,0.1526,-0.1238,False,False,False
swelling,pound (unit of weight),0.1462,0.1688,False,False,False
controversy,stay,0.2449,-0.001573,False,False,False
immediately,briskly,0.3408,0.766,False,True,True
compassion,glasses and plates being scattered about after a party or banquet,0.05002,-0.02345,False,False,False
to express (an emotion),polishing liquid,-0.007996,-0.02509,False,False,False
hair rinse,center_on,0.1975,-0.011444,False,False,False
to cover something with something,in many ways,0.1755,0.164,False,False,False
organizational,first point,0.1746,0.1298,False,False,False
paracusia,Friends (1994-2004 sitcom),0.02353,-0.05328,False,False,False
(workplace) harassment and invasion of privacy through the abuse of a smartphone user's GPS information,to decode,0.10944,0.1272,False,False,False
foetal sac,gestation sac,0.6455,0.808,True,True,True
making a heap,making a heap,1.0,0.9995,True,True,True
Meteorological College,red bell pepper,0.1052,0.03366,False,False,False
being daunted,white goods,0.1979,-0.064,False,False,False
afterword,to see clearly,0.1705,-0.242,False,False,False
dark,middle,0.3384,0.0816,False,False,False
to prattle,swiftly,0.2542,0.0686,False,False,False
preservation of machinery or vehicles for display purposes (i.e. no longer operational),Azuchi-Momoyama period (approx. 1558-1600),-0.01904,0.01817,False,False,False
adequate,impassable,0.545,0.03732,True,False,False
detonation,oil engine,0.1355,-0.0715,False,False,False
easily (bend),luggage rack,0.1517,-0.0257,False,False,False
famous bridge,emaciation,0.09015,-0.162,False,False,False
something worth seeing,stingy,0.2268,0.0002364,False,False,False
likeable,synthetic sake,0.185,-0.06683,False,False,False
natural,mineral bonded wood wool board,0.0787,0.0689,False,False,False
organiser,temptress,0.2384,0.01602,False,False,False
honest,dishonest,0.5005,0.0318,True,False,False
hair donation,"admission fee (at the theatre, etc.)",0.03885,0.3389,False,False,False
linear,foster sister,0.12146,0.03705,False,False,False
physical culturist,cheering group,0.2556,-0.007446,False,False,False
tofu seller (maker),flower arrangement of one or two flowers,0.1675,-0.001907,False,False,False
logic,to get close,0.3193,-0.06323,False,False,False
meandering,automatic control,0.2369,-0.005585,False,False,False
worldly-minded person,to get frayed,0.07733,-0.02415,False,False,False
flocculent precipitate,"Panjandrum (rocket-propelled, explosive-laden cart designed by the British military during WWII)",0.04858,0.04745,False,False,False
weakness,female,0.1796,0.0736,False,False,False
monk vulture,Kai Ken (Japanese dog breed),0.1307,-0.0712,False,False,False
wilderness,fancy,0.265,0.075,False,False,False
miserly,ample,0.2622,-0.09326,False,False,False
inexperience,twinspot chromis (Chromis elerae),0.04724,0.0985,False,False,False
aquatic,to ruin,0.1555,-0.1049,False,False,False
dentary bone,dentary,0.8584,0.778,True,True,True
new translation,merely,0.1982,0.04953,False,False,False
Haiti,American Forest and Paper Association,0.07294,0.02031,False,False,False
to knock down,while one still can,0.10626,-0.03284,False,False,False
close,beginning,0.3157,-0.094,False,False,False
unquietly,lie_down,0.2181,0.06805,False,False,False
propaganda work,propaganda efforts (maneuvers),0.6904,0.681,True,True,True
private ownership,frustratedly,0.0774,-0.04,False,False,False
red tape,officialism,0.2499,0.7515,False,True,True
Porsche,Magen David Adom (Israel's emergency medical service),-0.01473,-0.199,False,False,False
support (electoral),support (electoral),1.0,1.001,True,True,True
like,strangling (to death),0.1432,-0.003351,False,False,False
incorrect answer,incorrect interpretation,0.444,0.7095,True,True,True
"to be perfectly clear (water, air, etc.)",indecisive,0.03973,-0.0876,False,False,False
hedge,great love of books,0.1775,-0.007786,False,False,False
inside report,gastrotrichs (members of a phylum of tiny bristled wormlike animals),0.0534,-0.007423,False,False,False
to shift emotional gears,magic mushroom,0.07227,0.02689,False,False,False
right justification,to be upstaged,0.2788,0.0367,False,False,False
final years,final years,1.0,0.9995,True,True,True
heartbeat signal,prostitute and entertainer,0.02762,0.05942,False,False,False
hue,acorn,0.1942,0.1772,False,False,False
creepers,to lop off,0.0899,0.1041,False,False,False
pithecanthropus,representation,0.06537,-0.1198,False,False,False
to soak,however,0.1615,-0.03976,False,False,False
advance,mentalism,0.2169,-0.00786,False,False,False
intelligent,badness,0.288,-0.07904,False,False,False
temple petitioner,pull,0.1908,0.05255,False,False,False
to be frustrated by impregnable defences,unnecessary,0.2267,-0.0822,False,False,False
manner,integer programming,0.06287,-0.1079,False,False,False
from who knows where,main event,0.21,0.02377,False,False,False
linguist,incubation,0.1093,-0.1385,False,False,False
sneak attack,abandoned bicycle,0.03638,-0.0624,False,False,False
Epiphany,meringue,0.1738,0.02907,False,False,False
to stitch together,to stitch together,0.9995,1.001,True,True,True
to rule over,to command,0.3315,0.693,False,True,True
remaining unchanged (from the old state of things),visiting Fukuoka,0.0793,-0.08215,False,False,False
many,many,1.0,1.0,True,True,True
first screening,preview of movie,0.3438,0.6157,False,True,True
to confirm,to confirm,1.0,1.001,True,True,True
magic sword,slender amaranth (Amaranthus viridis),0.2432,0.0757,False,False,False
vindictive,stupidity,0.1915,-0.212,False,False,False
security management,games,0.1971,0.04193,False,False,False
badness,drought disaster,0.1984,0.2264,False,False,False
to forget the situation one's in,newcomer showing great promise,0.08734,0.1116,False,False,False
