text1,text2,pred,truth
total,auxiliary part,-0.03992,False
statement,file_in,0.49,True
noncompetitive,lean,-0.00437,False
suit,uniform collection,0.7607,True
motive,ulterior motive,0.82,True
dismal,dismal,1.0,True
shed,shelter,0.5884,True
hard contact lens,wrongfulness,0.013145,False
further on,further on,1.001,True
himself,abolish,0.03488,False
International Finance Bureau,online storage,0.10254,False
idealist,science and mathematics,0.007504,False
ability,entire network,-0.1804,False
first division of the night (approx. 7pm to 9pm),buying a product because of the look of the packaging,0.0844,False
to have a tub-bath,condom,-0.00949,False
green,beginning,0.0972,False
dress shirt,real-time polymerase chain reaction,-0.08655,False
hard to dislike,unsympathetic,0.329,False
Tahiti butterflyfish (Chaetodon trichrous),leeway,0.1073,False
indium (In),functional,0.01663,False
making too much of,secretly,0.0472,False
fire caused by lightning,forte,-0.01056,False
conveyance,"circulation (of a newspaper, magazine, etc.)",0.598,False
original author,"performing together (at a concert, etc.)",0.07074,False
to come,becoming,0.2588,False
stronger,trough shell adductor muscle,-0.013596,False
Imperial tour,Imperial tour,1.0,True
Life (Japanese credit company),in order to,-0.09174,False
boom,Dalmatian pyrethrum,-0.1283,False
capable person,atomic bomb,0.0004964,False
or that's what I heard,what point,0.307,False
granularity,to take,-0.1029,False
Twitter,undetermined,-0.06476,False
new composition,new title,0.684,True
black and white,mandarin plantation,-0.01005,False
cruel creditor,cruel creditor,1.0,True
multimeter,assistant engineer,0.149,False
external,profound,0.04016,False
friction,hair manicure,0.0476,False
easygoing,middle class,-0.1562,False
little wonder,molecular electronics,0.09534,False
dismissal notice,dismissal notice,1.0,True
braided cord,globalist,-0.05057,False
strength,single-theater,-0.0979,False
continued staging (of a play or show),Japanese flavour (flavor),0.04572,False
"peak (of popularity, a boom, etc.)",tip,0.3564,False
lie,lie,1.0,True
disagree,to cross the threshold,-0.03976,False
(on) the same day,aggressive woman who takes the initiative in relationships with men,-0.0777,False
waterhyssop (Bacopa monnieri),anisogamete,0.1882,False
norm,underestimate,0.511,True
nth position (in a starting lineup),crested puffin,0.156,False
half-closed eyes,to impress (a person),-0.1986,False
(front) baby carrier,memo,-0.008156,False
stands,sadist,-0.03906,False
middle,cool,-0.002756,False
chigger (Tunga penetrans),evangelist,0.0337,False
purity,spotlessness,0.6094,True
scale on the inside of a boiler,to be below the cost,0.0764,False
shirking,blue-banded pualu,-0.0918,False
stingy,theme song,-0.09924,False
uses,cork board,-0.1531,False
to go after one's dreams,menopausal disorders,0.007965,False
small silk wrapper,via,-0.11,False
to bear (fruit),bluespotted spinefoot,0.1186,False
stationed in South Korea,shoreline,0.03622,False
resource,pleasant,0.1725,False
detachment,West Virginia,0.007793,False
construction area,construction area,0.9995,True
whole milk,reorganization,-0.002327,False
fixed assets,to let fall,0.0846,False
another,silver-rimmed,-0.09326,False
transportation,mausoleum,-0.2172,False
buttonhole,Edoite,-0.07715,False
clever,deft,0.6846,True
suspect,flocculent precipitate,0.123,False
woodblock or seal engraver,downward revision,-0.1298,False
activist (in a political movement),demilitarised zone,-0.0801,False
howler monkey,5,0.0943,False
very hot (e.g. of tea),jealousy,-0.0264,False
equilibrium,contract negotiation,0.1029,False
invention of a new word,workalike,0.2003,False
briskly,by leaps and bounds,0.7466,True
married,self-realization,-0.02599,False
direct-to-video film,dim,0.06537,False
ruby snapper,physique,-0.003435,False
fissure,having great hopes for (someone's future),-0.1448,False
longitudinal magnetic recording,full skirt,0.11273,False
"open (attitude, etc.)",unusual style of noh song based on the Muromachi songs,0.03125,False
consideration,thoughtlessness,-0.00403,False
restaurant,center,0.2067,False
hat rack,everlasting,-0.012886,False
carbine (short gun used by cavalry),sexual consent,0.01406,False
new money,unworried,0.0391,False
mixed orchestra using Japanese and Western instruments,feeling of kinship,-0.06793,False
Sleeping Beauty,something like this,0.04193,False
garrison,geometrid caterpillar (of subfamily Ennominae),-0.1416,False
"Tokyo Electric Power Co., Inc.",to be rewritten,0.0268,False
deep-sea fishery,periwinkle (Littorina brevicula),-0.07635,False
tie,parameter field,0.01513,False
(economic) trough,to lift up,-0.03836,False
occasion,wife,0.0193,False
to rise,to come up,0.749,True
click and collect,hull (of a ship),-0.1114,False
to come,friend,0.01814,False
flexitime,ore sorting,-0.05408,False
avarice,Abhidharma Storehouse Treatise,0.04153,False
perfect circle,Pope,0.001337,False
mainstay,mainstay,1.001,True
the country,exerting oneself,0.07513,False
leap_out,alienation,0.2761,False
"the 2000s (millennium, i.e. 2000-2999)",coprolalia,0.1051,False
computer-dependent language,pet name,0.1251,False
"consumer-first (marketing, manufacturing, etc.)",lewd,0.15,False
iron pyrites,in-store shop,0.03647,False
classy,unlucky,-0.1239,False
death from explosion,joke,0.005573,False
opponent (in combat),exchanging parts or equipment to effect a change in performance,-0.05884,False
person who always acts the same or says the same thing (esp. person who always cracks the same kind of jokes),to be extremely surprised (by),-0.02917,False
"the above figure (diagram, illustration, chart, graph, etc.)",centralization,0.1461,False
to wear,display,-0.10645,False
menace,intelligent,-0.04913,False
bean sprouts,one group,0.09125,False
to deceive,mountainside,-0.05353,False
affiliate earner,trouble,-0.12036,False
conveyance,barrier lagoon,-0.114,False
"late blooming (flower, talent)",switchover,-0.08344,False
grief,sad or tragic story,0.3313,False
crevice,chink,0.6978,True
invincible,invincible,1.0,True
dry-bulb thermometer,performing-application-entity,-0.01091,False
new period,new age,0.7856,True
conduct,Morbakka virulenta (species of box jellyfish),0.0007167,False
young,being unaware of how things are changing,-0.01695,False
secret aid by the gods,group,-0.0178,False
to strain (one's stomach),to strain (one's stomach),1.0,True
rub_out,-er,0.11475,False
battle array,to screen,-0.0001023,False
cow,all-out war,-0.0767,False
decentralisation,to be influenced,-0.05252,False
PD PR,incredibly,-0.000982,False
lottery,pull_down,0.793,True
lord of a manor,sign_over,0.005222,False
Ode to Early Spring,repair,-0.04062,False
notebook computer,action,-0.01692,False
to be good,to be satisfied (of conditions),0.766,False
ahead,serial music,0.0425,False
Athena (goddess),Athena (goddess),1.0,True
employed,employed,1.0,True
dignity,to become loose,-0.1774,False
to warp,to warp,1.001,True
emotional,write_out,0.2747,False
draw_in,purple smoke,-0.07416,False
in good condition,in form,0.751,True
patient,having a long fuse,0.4272,True
Haydn,on the least pretext,-0.1237,False
agricultural geology,mock,-0.02089,False
cunning,shrewd,0.7407,True
flatbed plotter,high-class cooking,-0.11865,False
moth-eaten,to ignore,-0.045,False
Kaaba,word salad (symptom of neurological disorder),-0.0727,False
projection,shoot_up,0.521,True
finishing reading,proper,0.1362,False
to be made rich,shut_in,-0.1608,False
being content with a frugal life,hotel charges,-0.0064,False
two-stringed koto,modern nation,-0.0952,False
alcohol-free,bullseye,-0.046,False
"village school (esp. in Edo-era Japan, and ancient Korea and China)",toasted cheese,0.04663,False
surge,concentricity,0.1074,False
opera house,thin silk garment,-0.0632,False
tartar,six days a week,-0.02528,False
founder,academic results,-0.1346,False
weightiness,impossibility,0.02151,False
double-dip recession,double bottom,0.65,True
palmette,"sweets (desserts, candy, etc.)",-0.0837,False
lesser beaked whale,far,-0.08563,False
UltraSPARC (Sun microprocessor),relief,-0.0912,False
white of the eye,neat (personal appearance),0.05563,False
active,not,-0.1294,False
monitoring post,Kōtai Shrine (main shrine of the Inner Ise Shrine),0.0008507,False
joining forces (with),scuffle,0.2869,False
antecedents,ancestor,0.6113,True
spooky tale,sight,0.1576,False
cleansing of sins,antecedent,0.02145,False
"fertile, productive field",inconvertible,-0.007618,False
secularisation,empty (of furnishings),0.001789,False
accessory,volatile oil,0.01404,False
total size (of land),cleaning utensils,-0.007217,False
(please) marry me,experience,-0.01848,False
tasteful,rise,0.04532,False
partition,ocean,0.2734,False
to be called,to come to light,0.383,False
entirely,completely,0.927,True
sense of duty,sense of duty,1.0,True
to be about to board,type of baggy tobi trousers with the baggy part taking up seven-tenths of the full length of the trouser leg,0.0002074,False
hot water (for drinking),geostationary orbit,-0.09607,False
fairyland,fairyland,1.001,True
high frequency,high frequency,1.0,True
concordat,mercilessness,0.04764,False
rounded vowel,hands and feet,-0.0694,False
seemingly,cook_up,-0.01607,False
monkfish,beginning,-0.11115,False
Later Jin dynasty (of China; 936-947),hopeless,0.00933,False
place,put_away,0.8506,True
evil thief,branch_out,-0.06604,False
lexical-functional grammar,central,-0.02281,False
better be the head of a dog than the tail of a lion,heavenly gods,0.0566,False
multiplication and division,party lines (politics),0.2017,False
in the following manner,to put on record,0.00619,False
moisture,soft loan,0.1072,False
tiresome,louden,-0.1925,False
tranquility,principal supporter of a temple,-0.1356,False
modifier,qualifier,0.689,True
unexpectedly,forget,0.07184,False
objection,to get moldy,-0.2368,False
not the place for,rosegold pussy willow (Salix gracilistyla),0.08655,False
en masse,en masse,1.001,True
to give birth to,a bit,-0.0783,False
indiscreet,inconsiderate,0.5547,True
to tempt,Japanese shubunkin goldfish variety,-0.001753,False
unsteady,shaky,0.838,True
ship's log,woven straw mat (orig. made of wild rice leaves),-0.0001843,False
to locate,jump_on,-0.1873,False
broke,break_through,0.838,True
roasted pork fillet (often used in ramen),receipt,-0.1982,False
pumped storage,Yamato Japanese,-0.1132,False
to expose to,to subject to,0.6436,True
keeping heat in,heat insulation,0.6587,True
to understand,sunbed,-0.0271,False
bro,potential capacities,-0.03824,False
nondeductible,vocoder,0.227,False
"to subside (of pain, symptoms, etc.)",to get better,0.3503,True
ambrosia (drink conferring immortality),oil impregnation,-0.0357,False
tranquillity,blastula,-0.067,False
stiffness,worst,0.01283,False
handrail,railing,0.845,True
bridesmaid,wheelie,-0.004486,False
sambar,sand pile,0.05524,False
shrine receiving offerings from the Bureau of Divinities (pre-Meiji) or the Imperial Household Department (post-Meiji),switch (from one thing to another),-0.0438,False
enquiry,to be deep in talk,0.1327,False
to be quick-witted,to calculate,0.1759,False
in-store video game installation (for customer trials),Freon,-0.02687,False
to exclude,capsaicin,0.02885,False
to intimate,decorous,0.02765,False
sitting cross-legged,being over,0.2375,False
presiding over a meeting,rice miso,0.07385,False
earnest money,hydrofluoric acid,0.0473,False
ellipse,booth,0.05505,False
"ban on entering (a building, venue, etc.)",to send word,-0.06586,False
sputtering,MR,-0.0675,False
grandrelle yarn,mock twist yarn,0.876,True
biological concentration,rest,0.0603,False
"to lodge (in one's mind; of an evil thought, delusion, etc.)","to lodge (in one's mind; of an evil thought, delusion, etc.)",1.001,True
look_after,vice-president,-0.01519,False
teachers' college,deepest snow,0.01071,False
indicating a long vowel with a long-vowel mark,staccato,0.004013,False
"switch (long, slender shoot of a tree)",white cloth,-0.03036,False
well-balanced vinegar,fundamental tone,-0.1152,False
to give up (an idea or plan),to change one's mind,0.589,True
arrowroot (Maranta arundinacea),the (one's) top disciple,0.0417,False
thought,thought,0.9995,True
Board of Audit,giant slalom,-0.05777,False
to mitigate,to mitigate,1.0,True
borough,borough,1.0,True
arena of competition,on top of that,-0.0645,False
to be jaundiced,to enclose,0.05722,False
rushes,pipal tree,-0.0708,False
medical license,male_parent,-0.07526,False
habitual criminal activity,constipation,0.3193,False
DCD,lock_up,-0.0823,False
notice,mid-career recruitment,-0.02678,False
almost all,to drizzle,-0.0544,False
embalmment,margin (payment),0.09235,False
to be corrupted,odd,0.079,False
International Trade Center,food prepared with eggs,-0.05618,False
for all that,deputy minister,-0.07855,False
transmission,unjust,-0.0554,False
restlessly,cramp,0.1298,False
hand-over,unportable,-0.0649,False
silver white croaker (Pennahia argentata),silver white croaker (Pennahia argentata),0.9995,True
joints,persisting,0.04312,False
distrust,accept,-0.0877,False
sclerotium,cessation of coughing,0.2054,False
longevity,Eurasian least shrew (Sorex minutissimus),-0.01689,False
to correlate,work just to kill time,-0.2205,False
taking note of,counterespionage,0.1797,False
shut_in,minilab,-0.00202,False
nail sticking through,long-bladed spear (blades 60cm or more),0.0984,False
child safety seat,certainty,0.0715,False
proper,invalid,0.03055,False
clarity,obscurity,-0.03934,False
to grow,linger,0.03186,False
agreement,variety of street performance from the Middle Ages,0.006447,False
raid,attack,0.8843,True
management of an organization,gloom,-0.05255,False
offering memorandum,alas,0.0701,False
flood_out,artificial cigarette used to avoid smoking,-0.1236,False
salicylic,useful,0.2466,False
miko,mini component stereo system,0.1687,False
every room,lay_out,0.1125,False
being battlewise,set_down,0.07153,False
kite shaped like an Edo-period footman,precedent,0.06946,False
to flourish,over-track station,0.05606,False
to become,to fade into twilight,0.1987,False
distrust,fugitive criminal,0.2333,False
childhood,store,0.0711,False
lanthanum (La),honorific,0.1287,False
residential area,neighborhood,0.846,True
pygmy killer whale (Feresa attenuata),to receive an invitation,-0.09955,False
impudent,timid,-0.0558,False
first-born child,beginning,0.1987,False
draw_out,bad temper,0.0626,False
talks,steadfast,0.1343,False
retinue,radical (change),0.1566,False
creeper,epoch,-0.1439,False
listening room,fully fledged,-0.008865,False
offhand,uncertain,0.273,False
sugary taste,Made in Abyss (manga series),-0.0107,False
adding a product line or department to improve a store's performance,ascend,0.1909,False
listener,television,0.2812,False
to attire oneself,to attire oneself,1.0,True
tight,single,-0.05493,False
groin,Yalta system,0.0541,False
investigation,examination,0.9116,True
stubborn,study book,-0.08453,False
all,shift,-0.1101,False
heavy rain,torrential rainfall,0.843,True
political life,cantle,-0.179,False
sensation,government-owned,-0.08594,False
heat island,urban heat island,0.754,True
teratocarcinoma,teratocarcinoma,1.0,True
deposit,bellyband,-0.1147,False
word mainly used in tanka,with spirit,-0.0888,False
troops,pull_along,0.7056,True
unfriendly,curt,0.5605,True
sorry,to run up to,-0.1816,False
playing down,cancer research center (centre),-0.02866,False
onlookers,members of the audience,0.748,True
factionalism,clandestine meeting,0.1976,False
reading at random,necrology,-0.02759,False
to use one's influence,locking screw,0.0122,False
perfectionism,pondering,0.2607,False
to ply between,raging flames,-0.1782,False
"coincidence of opinions, etc.",executive chief engineer,-0.0786,False
to become firm,in another dimension,-0.1273,False
idle life,career counseling (counselling),0.05923,False
lexicology,passing,0.001315,False
the left (wing),whole neighbourhood,0.0768,False
alternating between happiness and anxiety,around there,-0.06604,False
"one Nth part (e.g. one fifth, one tenth)",moor,-0.0719,False
rousing,private jet,0.02959,False
to jest,to pound,0.2225,False
stud,to be very happy,-0.2194,False
measles,bindery,0.2233,False
stance,pension system (scheme),0.01656,False
foreign-made article,longtime enemy,0.1296,False
relying entirely on ...,to mend,-0.1103,False
teachings of the Mahayana,to go back,-0.02054,False
to be attracted by,coming back,-0.1305,False
lowest level,ground floor,0.511,True
shrinking,expand,-0.0669,False
leader,leader,1.0,True
acknowledged,acknowledged,1.0,True
move_over,swastika,-0.1266,False
to push and push,to moil,0.3987,False
at last,to appear to feel uneasy (about),-0.1796,False
"uninteresting (trivial, worthless) move (go, shogi, othello, etc.)",Cambodia,-0.001125,False
subarctic zone,banging,-0.008965,False
to pick a fight (with),cortex,-0.05576,False
sputtering,sworn friend,-0.02467,False
spiritless,vertebrate,-0.0689,False
discreet,incautious,-0.11615,False
telework,(not even) an inch,-0.1655,False
QTE,drought,-0.056,False
conscientious,act_up,0.0525,False
multiple correlation coefficient,based on,0.0726,False
peace,standard size,-0.04947,False
executor (of a will),containing,-0.08813,False
slip of the tongue,block (usu. of fish for sashimi),0.02892,False
weakness,to try to ...,-0.1663,False
blue movie,mediation,-0.04446,False
repair,eight thousand years,-0.1495,False
stop,to begin writing,-0.1908,False
amateur,let_go_of,0.01523,False
uninhibited,no hits,0.2206,False
Korean chipmunk (Tamias sibiricus barberi),lovebird,0.1302,False
Islamic law,Japan Ground Self-Defense Force,0.0619,False
"novel which traces the intellectual, moral, spiritual or social development of a young person",seal,-0.05402,False
to peek,to peek,0.9995,True
rare,to make good one's escape,-0.0691,False
retreat,theology,0.001864,False
geodesic,indicates the agent in a causative construction,0.1361,False
square,to curve,-0.0683,False
the late,to get a glimpse of,-0.0529,False
multimeter,Japan Innovation Party,0.0635,False
"phonetic alphabet (e.g. A for alpha, B for bravo, etc.)",firing (esp. a rocket or missile),-0.1425,False
how money is used,to bet money,0.2291,False
"groundless (rumour, accusation, etc.)",romp,-0.01746,False
shipment,shipment,1.001,True
bow gun,scan engine,0.002872,False
to sweep away,mercilessness,0.1129,False
fund,cheaper meat used in place of beef or pork,0.115,False
to guarantee,cost,0.04028,False
pidgin language,above one's means (station),-0.085,False
going,move_out,0.7407,True
thin,to bump someone off,-0.04837,False
"salon (beauty, nail, etc.) operating from an apartment",sure,-0.1868,False
"cancellation (of a lecture, class, etc.)",poetry,0.2345,False
so to speak,dull,0.05673,False
one swing,slack,-0.0488,False
parting of the ways,participation programme,0.06015,False
pushdown list,to discourage,0.0477,False
protective wall,offering to a deity or someone's spirit,-0.1705,False
expedient,makeshift,0.5576,True
like that,garden,-0.0652,False
costume worn by goddesses and dragon girls,laser beam,-0.0245,False
rank (of a monk),shakedown,-0.05484,False
feigned ignorance,successive dynasties,-0.02379,False
eyepiece,to be transparent,0.1284,False
to toss (i.e. one's head),to pay a visit to,0.1477,False
pass,press,0.1293,False
labour shortage,shortage of hands,0.4714,True
go_down,island dialect,-0.0406,False
drainboard,drainboard,1.001,True
overly careful,overly thorough,0.8916,True
sadness and gloom,transport,0.1409,False
possible,"paper output (of a printer, photocopier, etc.)",-0.07465,False
tax included in a price,female fan who imitates the make-up and fashion style of visual kei bands,-0.1206,False
expectation,adult male,-0.1224,False
on the premises,chupacabra,-0.1073,False
outing,begin,0.05545,False
Palace of the Dragon King,palace from the story of Urashima Tarō (said to be located at the bottom of the sea),0.6616,True
open space,clear_away,0.5728,True
to take off one's glasses,"exemption (from a regulation, etc. usu. because of small scale)",0.1081,False
tenancy,clearing up,0.1715,False
neck pillow,PWB,0.02687,False
combat ration,end,0.0709,False
beyond redemption,beyond redemption,1.0,True
weipa (seasoning),turn_around,-0.06055,False
Szechuan,instinct,-0.1043,False
research position,researcher,0.678,True
block,unstuff,-0.0956,False
weakness,climbing plant,-0.02911,False
(at) once,wake,-0.02933,False
suitable,extraordinarily,-0.11646,False
macrobiotic diet,burial (disposal of a body) by exposure to the elements,-0.03072,False
imperial command,overprint,0.09076,False
corrigendum,Organization for Security and Co-operation in Europe,0.05722,False
Application Specific Integrated Circuit,opening day,-0.06,False
to sit,to squat,0.653,True
joint carriage,begin,-0.02084,False
bad,sensible,-0.005146,False
unconventionality,looseness (in machinery),0.1846,False
activity using hand-gestures (esp. playing games or singing songs),byway,0.2223,False
to count up,weakening,-0.1908,False
fear,fear,1.001,True
bell glass,attend_to,-0.149,False
going out,change (for the worse),0.1637,False
capital ship,leap_out,-0.05493,False
rational,reverse thrust,0.00548,False
Red Sea goatfish (Parupeneus forsskali),respectful,0.0448,False
wooden pattern,Japanese Society of Neurology,0.00441,False
disassembly,Hundred Flowers campaign,0.01344,False
currency trading (usu. foreign),exchange dealing,0.625,True
diversion,to disguise oneself as,-0.02803,False
rationalism,barc,-0.01955,False
"extra (charge, fare, etc.)",statement,0.0642,False
(have) done,lifeblood,-0.1523,False
contributing cause,disincentive,0.00783,False
go,to carry with great vigor (e.g. a portable shrine),0.01984,False
Hayabusa (Japanese spacecraft),tally sheet,0.02342,False
Monochoria korsakowii (species of flowering plant),LIFO,-0.1475,False
autonomous,disagree,0.01461,False
prop,de-energize,-0.03476,False
relay,to brush past,-0.05643,False
gross,average audience rating,0.13,False
to soothe and humor,restful,0.2524,False
lithium-ion battery,used kimono,0.00688,False
wired logic,wireframe,0.1652,False
peaceful,unpeaceful,-0.11127,False
first young greens of the year,Shijimi clam caught during winter,0.1309,False
evasive,twin speech,0.2473,False
rodomontade,ruccola,0.0784,False
construction worker,construction worker,1.0,True
myasthenia,easy victory,-0.1218,False
to count up,regress,0.06464,False
juvenile corrective institution,large,-0.0969,False
cleansing,storage tube,-0.1976,False
unreliable,amphora (ancient Greek vase),-0.07324,False
as ... as it could possibly be,without failure,0.08093,False
words,words,0.9995,True
nibble fish,e-mail service,-0.0916,False
trial performance,trial performance,1.0,True
commercial college,commercial college,1.0,True
person who can relate to others,illegitimate,-0.2079,False
to be found out,video (esp. digital),0.08606,False
mammal,mammalian,0.7295,True
kind offices,Balkanization,-0.04623,False
to take charge of an affair,studying two subjects together (e.g. as a major and a minor),-0.0004635,False
middle ground,lewd,-0.00927,False
to mobilize (e.g. troops),daylight savings time,-0.03056,False
to discount,Asian watermeal (Wolffia globosa),0.09875,False
Umbonium giganteum (species of sea snail),to wet,0.019,False
interest,lumpingly,-0.03314,False
to ascertain a person's innermost feelings,company newsletter,-0.012054,False
to censure,movement,-0.0862,False
imperial palace,to cherish,0.02672,False
leading,leading,1.0,True
bashful,unashamed,-0.03069,False
by one rouse or another,disagreement,-0.05994,False
pot,supporter,0.178,False
countermeasure,countermove,0.9053,True
refreshment,chance,0.2084,False
depot,nonalignment,-0.007935,False
post (to a BBS),comment (on a blog),0.0906,True
cut-off piece,(for someone's character) to come out,-0.2162,False
lay_out,to tell,0.03053,False
increase in size,call_up,-0.10565,False
vacation,sense of community,0.06836,False
year-before period,rear,-0.03433,False
revenge,regional cuisine,0.0318,False
tone language,Marfan's syndrome,0.03876,False
"the person buried (usually in burial mounds, etc.)",imbalance,-0.0455,False
inaptitude,"front (aspect, weather, war-front, etc.)",0.086,False
to checkmate,tonsillolith,-0.001809,False
clumsy,clumsy,1.0,True
bad habit,vice,0.7188,True
precedented,middle-of-the-roaders,-0.1527,False
single parent,lifting,0.04633,False
to send someone out,fierce,0.01973,False
same level as,cash benefit,-0.0529,False
(nothing) but a little,empty,0.1076,False
ginger (Zingiber officinale),match,-0.03317,False
so far,for the time being,0.7744,True
forte,merit,0.5522,True
micron,waking up,-0.1323,False
bumper year,"Shinjuu Ten no Amijima (Love Suicides at Amijima) - play by Chikamatsu, film by Masahiro Shinoda",-0.1393,False
accidentally,deliberately,-0.1449,False
standard tables of food composition in Japan,lofty,-0.02092,False
partitioned file,frequently broadcasting or listening to the same music,0.08057,False
close air support,on the right and at the end,-0.01746,False
lyric writer,lyricist,0.8003,True
interval training,tree of heaven (Ailanthus altissima),-0.01715,False
moon,chief executive,0.0265,False
lucky (auspicious) day,sustaining program,-0.02524,False
to contemplate,to think over,0.839,True
bicycle trail,water temperature meter,-0.01104,False
dreamer,"to sit on (an idea, plan, etc.)",-0.02629,False
body movements,political views,-0.05887,False
an authority,stableness,0.1189,False
immediately,big-time robber,0.0636,False
fountain of youth,preconceived idea,0.083,False
great person,(cargo) depot,-0.12427,False
utterly,(you can make) acquaintances even in hell,0.1213,False
Flesh Gordon (film),pictogram,0.07446,False
outrageous,outrageous,1.0,True
public,beating up comprehensively,0.01791,False
I see,colloquial translation,0.1024,False
underling,light oil,0.03424,False
micro,interior light,0.04388,False
nondevelopment,outlaw,-0.014656,False
a ton of,a ton of,1.0,True
discord (in a relationship),emergent nation,0.1575,False
"to enter (a month, season, etc.)",were (doing),0.2073,False
lump of earth,hostess (in a hostess bar),-0.1874,False
WIPO,to give,-0.10956,False
luxuriantly,separate,-0.04202,False
to lose oneself (in something),several months,-0.02448,False
to encourage someone,to give someone a pep talk,0.7686,True
honor killing,honour killing,0.95,True
wayside teahouse,rice planting,0.0566,False
MikuMikuDance (3D animation software),uncivil,-0.1062,False
unexpected,planned,0.01906,False
until ... (times),extra effort,0.02127,False
the whole city,outfit,0.0525,False
providing,recall,-0.00856,False
appendicitis,means,-0.03882,False
new world,"left side (of an equation, expression, etc.)",0.051,False
wisent (Bison bonasus),late king,0.02643,False
to anticipate,as if meeting a friend in need,0.03754,False
samovar,full,-0.0409,False
FWHM,appointment,-0.04642,False
end product,sales promotion,0.1161,False
a man of virtue will naturally attract admirers,millenarianism,0.0333,False
accepting without fully understanding,Nippon Sei Ko Kai,-0.02347,False
automation,conspicuously gay male who belongs to the leather subculture and engages in bodybuilding,-0.08484,False
"pacing (e.g. in athletics, etc.)","pacing (e.g. in athletics, etc.)",1.0,True
to become sick,judge,-0.2,False
shady,holding in one's arms,-0.1753,False
exorbitant,unjust,0.5806,True
(conversational) exchange,photogenicity,-0.149,False
verbal noun,simply-connected,0.0385,False
neutrality,to relax,0.2278,False
being pinned under,being trapped under,0.918,True
to be less than,to be lower than,0.9214,True
good_luck,(not) at all,-0.03937,False
privately-placed bond,sound,-0.0725,False
to swallow (one's words),this department,-0.05356,False
to be appealing,other side,-0.2301,False
female line,overacting,-0.05243,False
effort,attendance,0.2605,False
to show favouritism to,to bear in mind,0.3813,False
undercharge,to crash,0.05048,False
volitional verb,dumbbell,0.04437,False
identifier octets,minority,-0.05328,False
visit for no reason,persistence,-0.05264,False
hangman's noose,letter of advice,0.08777,False
competition,game (of chance),0.7114,True
large racket,mystification,-0.1707,False
Suez War (1956),falsify,-0.1213,False
footboard,footboard,1.0,True
entering a dock,digital,-0.072,False
river in which worshippers purify themselves before praying,nothing,-0.05975,False
troop,trickery,0.1271,False
stand,arise,0.10876,False
omelet,polar front jet stream,-0.0627,False
picturesqueness,underwriter,-0.2502,False
IDO,chance blow,0.128,False
early days,early years,0.8955,True
family disintegration,collapse of one's family,0.761,True
mechanical pencil,to gain fame,-0.1725,False
Amagasaki Dental College,Amagasaki Dental College,1.001,True
"to leave (a city, castle, etc.)",antirecession policy,0.09204,False
yikes!,eek!,0.9263,True
disproof,glorification,0.09015,False
half-done,insect rearing cage,-0.12317,False
free medical treatment,Nordic skiing,0.05475,False
train ticket printed on thick paper,"train ticket printed on soft paper, etc. (usu. dispensed from a vending machine as part of a roll)",0.8354,False
to boast ceaselessly,impact,-0.0968,False
significant,hotpot boss,0.05774,False
explosive boil (after a liquid has been heated to its boiling point),explosive boil (after a liquid has been heated to its boiling point),1.0,True
to get old,the public,-0.02792,False
last part,willful,-0.04294,False
corn silk,to turn tail,0.03117,False
dull lustre,"senior class (kindergarten, pre-school, etc.)",0.1137,False
winning move,lose,0.008125,False
where are you?,lexical unit,0.1052,False
young prostitute,Sayyid dynasty (of India; 1414-1451),0.0133,False
acquaintance,piece goods,0.004025,False
inactive,to compare (with),-0.1729,False
nursing (a patient),cities and towns,-0.1473,False
garnish,newborn baby,0.0163,False
head-to-head training,unconventionality,-0.01425,False
shutting tightly,making airtight,0.62,True
"speaking fondly about one's sweetheart (spouse, girlfriend, etc.)",whole surface,0.01709,False
cheek,what happened (to) ...?,-0.0971,False
dominant,press officer,0.05304,False
military leader,local,-0.05444,False
"to wring (towel, rag)",scientific grounds,-0.0875,False
pretext,semicommercial corporation,-0.07794,False
metal hoop,to be afflicted,0.0664,False
domestic service,teleseismic earthquake,-0.04242,False
synthetic drug,synthetic drug,1.0,True
retinoblastoma,Democratic Party (of Japan; 1947-1950),0.05423,False
partly,docile,0.04486,False
dope test,genie,0.09045,False
interested,or,0.1427,False
evident,evident,1.0,True
henbit deadnettle (Lamium amplexicaule),homeworld,0.1302,False
independently produced video (esp. pornographic),vertically segmented administrative system,0.1802,False
bidirectional printing,direct comparison,0.1755,False
"to open one's eyes wide (in astonishment, wonder, etc.)","to open one's eyes wide (in astonishment, wonder, etc.)",1.001,True
barge,to get on well,-0.01779,False
basal dressing,inaccuracy,-0.0317,False
neighbourhood,neighbourhood,1.0,True
stupid person,executive director,-0.001911,False
interactive television,salithion,-0.07043,False
sauce américaine,"record of an interrogation (of a suspect, witness, etc.)",-0.02338,False
bone fragment,venture,-0.013504,False
ability to survive,staying in Europe,0.05106,False
victory in the overall standings,vein,-0.064,False
portability,extreme,-0.1747,False
intractability,poacher,-0.1519,False
fading,discoloration,0.5884,True
access information,hairstreak (any gossamer-winged butterfly of tribe Theclini),-0.0795,False
skepticism,skepticism,1.0,True
simple and plain,nonmonotonic,-0.08923,False
"to stand on end (hair, fur)",past life regression,-0.07104,False
to recross (one's legs),middle,0.0671,False
to wink,drumming,0.008736,False
for now (at least),for now (at least),1.0,True
Lady,crooked neck,0.103,False
Ramadan,until now,0.03065,False
showing,conspiracy,0.2932,False
after all is said and done,definitely,0.6274,True
